Date & Time,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Subjectivity,Words/Sentence
2015-04-29 21:00:00,-0.013095238095200001,7.0,0.0,0,93425,0.0,0.542857142857,18.0
2015-04-29 22:00:00,0.046477272727300005,11.0,0.181818181818,1,0,1.0,0.263181818182,21.1818181818
2015-05-01 16:00:00,-0.05,10.0,0.2,0,41,1.0,0.47,19.0
2015-05-01 21:00:00,-0.158333333333,9.0,0.33333333333299997,1,4,0.0,0.37222222222199997,15.4444444444
2015-05-02 07:00:00,-0.09,3.0,0.0,2,9,0.0,0.616666666667,11.0
2015-05-02 18:00:00,0.07083333333330001,4.0,0.0,2,10,0.0,0.63125,23.5
2015-05-05 18:00:00,0.6375,2.0,0.5,0,71,0.0,0.9708333333329999,16.0
2015-05-07 13:00:00,0.0,3.0,0.0,0,42,0.0,0.0,2.33333333333
2015-05-08 20:00:00,0.2,2.0,1.0,0,30,0.0,0.45,18.5
2015-05-18 13:00:00,0.197619047619,7.0,0.28571428571400004,0,232,0.0,0.519047619048,19.7142857143
2015-05-18 19:00:00,0.0875,4.0,0.0,1,5,0.0,0.30625,11.375
2015-05-19 13:00:00,0.19134259259300002,9.0,0.0555555555556,3,17,0.0,0.456635802469,12.0555555556
2015-05-25 13:00:00,0.00858974358974,13.0,0.38461538461499994,0,143,1.0,0.18717948717900001,15.6153846154
2015-05-27 21:00:00,-0.34299999999999997,5.0,0.4,0,55,0.0,0.54,12.8
2015-06-08 09:00:00,0.0,3.0,1.0,0,275,0.0,0.0,7.666666666669999
2015-07-18 14:00:00,-0.09166666666670001,10.0,0.2,0,964,0.0,0.541666666667,17.0
2015-08-16 13:00:00,0.142147435897,13.0,0.23076923076900002,0,694,0.0,0.464583333333,20.7692307692
2015-08-16 19:00:00,0.007407407407409999,6.0,0.0,1,5,0.0,0.280555555556,12.333333333299999
2015-08-17 21:00:00,-0.152083333333,4.0,0.0,0,25,0.0,0.375,15.0
2015-08-20 14:00:00,0.0,4.0,0.25,0,64,0.0,0.0,12.75
2015-09-24 21:00:00,0.11075,10.0,0.3,0,846,0.0,0.2575,17.7
2015-09-25 13:00:00,0.25833333333299996,3.0,0.0,1,15,0.0,0.33333333333299997,5.33333333333
2015-09-25 17:00:00,0.122333333333,10.0,0.2,2,3,0.0,0.312666666667,17.6
2015-09-27 21:00:00,0.2625,4.0,0.0,0,51,0.0,0.3125,8.5
2015-10-02 22:00:00,0.123666666667,5.0,0.6,0,120,1.0,0.47833333333300004,19.6
2015-10-03 13:00:00,0.124398148148,6.0,0.0,1,14,0.0,0.302777777778,15.666666666700001
2015-10-24 14:00:00,0.332777777778,9.0,0.222222222222,0,504,0.0,0.553086419753,14.8888888889
2015-11-22 14:00:00,-0.015222222222200002,5.0,0.0,0,695,0.0,0.44888888888899997,18.6
2015-12-18 17:00:00,0.114583333333,4.0,0.0,0,626,0.0,0.28125,21.0
2016-01-30 21:00:00,-0.04583333333330001,10.0,0.0,0,1035,0.0,0.6625,16.3
2016-02-22 13:00:00,0.011111111111099999,6.0,0.666666666667,0,543,0.0,0.511111111111,11.0
2016-02-27 13:00:00,0.272222222222,2.0,0.0,0,119,0.0,0.816666666667,20.0
2016-02-29 14:00:00,0.28125,8.0,0.375,0,48,1.0,0.471875,13.25
2016-03-15 11:00:00,-0.0166666666667,6.0,0.33333333333299997,0,356,0.0,0.0166666666667,13.0
2016-03-30 14:00:00,0.143301282051,13.0,0.23076923076900002,0,362,0.0,0.377948717949,20.6923076923
2016-03-30 15:00:00,-0.011666666666700002,5.0,0.2,1,0,0.0,0.24833333333299998,13.6
2016-03-31 16:00:00,0.16,5.0,0.6,0,24,0.0,0.475,15.0
2016-04-04 20:00:00,0.160416666667,4.0,0.0,0,99,0.0,0.503333333333,12.0
2016-04-20 13:00:00,-0.0333333333333,5.5,0.166666666667,0,376,0.0,0.4,11.75
2016-05-13 20:00:00,-0.0311538461538,6.0,0.307692307692,0,558,0.0,0.310897435897,15.2307692308
2016-05-17 15:00:00,-0.05,3.0,0.33333333333299997,0,90,0.0,0.2,16.6666666667
2016-05-17 16:00:00,0.12222222222200001,6.0,0.0,1,0,0.0,0.525,15.0
2016-06-01 13:00:00,0.211111111111,3.0,0.0,0,356,0.0,0.561111111111,36.0
2016-06-07 12:00:00,0.006363636363640001,5.0,0.181818181818,0,142,0.0,0.41590909090899997,23.909090909099998
2016-06-12 13:00:00,0.14574074074100002,4.0,0.111111111111,0,120,0.0,0.36851851851899997,13.222222222200001
2016-06-12 19:00:00,-0.23125,6.0,0.33333333333299997,2,5,1.0,0.5986111111110001,16.5
2016-06-29 19:00:00,-0.05,2.0,0.5,0,407,0.0,0.5,16.0
2016-07-12 21:00:00,0.05416666666669999,8.0,0.5,0,313,0.0,0.410416666667,9.875
2016-07-14 14:00:00,0.05,2.0,0.0,0,40,0.0,0.483333333333,11.5
2016-07-19 13:00:00,0.107142857143,7.0,0.0,0,118,0.0,0.585714285714,14.7142857143
2016-07-26 21:00:00,-0.08333333333330001,5.0,0.2,0,175,0.0,0.533333333333,17.0
2016-07-26 22:00:00,-0.014583333333299997,4.0,0.5,1,0,0.0,0.370833333333,10.75
2016-08-04 22:00:00,0.119270833333,8.0,0.0,0,215,0.0,0.363541666667,14.375
2016-08-31 15:00:00,0.133333333333,5.0,0.4,0,640,0.0,0.38,16.4
2016-09-04 14:00:00,0.0875,2.0,0.0,0,94,0.0,0.691666666667,21.0
2016-09-08 21:00:00,0.0535555555556,15.0,0.133333333333,0,102,0.0,0.422777777778,18.6666666667
2016-09-13 12:00:00,0.18,4.0,0.5,0,110,0.0,0.35,15.25
2016-09-24 19:00:00,0.11,5.0,0.0,0,270,0.0,0.21,20.4
2016-12-06 13:00:00,0.0933333333333,10.0,0.0,0,1745,0.0,0.340416666667,14.5
2016-12-22 20:00:00,0.24444444444400001,3.0,0.0,0,390,0.0,0.688888888889,21.3333333333
2017-02-01 13:00:00,-0.04,3.0,0.0,0,976,0.0,0.0966666666667,12.333333333299999
2017-02-22 13:00:00,0.08333333333330001,6.0,0.0,0,503,0.0,0.266666666667,14.833333333299999
2017-05-17 13:00:00,0.206666666667,3.0,0.33333333333299997,0,2015,0.0,0.33333333333299997,10.6666666667
2017-06-04 14:00:00,-0.02375,4.5,0.0,0,432,0.0,0.33,13.0
2017-06-19 20:00:00,0.00366666666667,5.0,0.0,0,365,0.0,0.682666666667,15.2
2017-08-04 14:00:00,0.025,4.0,0.5,0,1097,1.0,0.375,16.5
2017-09-26 12:00:00,0.313333333333,6.0,0.33333333333299997,0,1269,0.0,0.591666666667,11.0
2017-09-27 20:00:00,0.0555555555556,3.0,0.33333333333299997,0,31,0.0,0.358333333333,17.6666666667
2017-10-18 11:00:00,0.0286290322581,4.0,0.5,0,494,0.0,0.45483870967699996,16.25
2017-10-20 21:00:00,-0.125,3.0,0.0,0,57,0.0,0.383333333333,14.666666666700001
