Date & Time,Words/Sentence,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts
2005-11-20 20:00:00,11.5,0.22916666666700003,0.0354166666667,12.0,0.0,0,10696,0.0
2005-11-20 22:00:00,14.1111111111,0.66875,-0.0858333333333,9.0,0.0,1,1,0.0
2005-11-21 00:00:00,13.857142857100001,0.166666666667,0.0761904761905,7.0,0.0,2,1,0.0
2005-11-22 18:00:00,11.5,0.07083333333330001,0.006944444444439999,12.0,0.0,0,41,0.0
2005-11-23 21:00:00,13.857142857100001,0.628571428571,0.158571428571,7.0,0.0,0,26,0.0
2005-11-29 10:00:00,6.0,0.0,0.0,2.0,0.0,0,132,0.0
2006-01-22 16:00:00,14.722222222200001,0.286342592593,0.058564814814800005,18.0,0.0555555555556,0,1301,0.0
2006-01-22 20:00:00,29.3333333333,0.321666666667,0.0154861111111,6.0,0.166666666667,1,3,0.0
2006-01-22 21:00:00,15.75,0.5125,0.2625,4.0,0.0,2,0,0.0
2006-01-31 21:00:00,14.833333333299999,0.316666666667,0.233333333333,6.0,0.0,0,215,0.0
2006-02-08 10:00:00,7.0,0.0,0.0,2.0,0.0,0,180,0.0
2006-02-08 18:00:00,12.5,0.2,0.1,2.0,0.0,1,7,0.0
2006-05-31 22:00:00,12.7692307692,0.36628205128200003,-0.0678846153846,13.0,0.153846153846,0,2691,0.0
2006-06-02 14:00:00,15.833333333299999,0.443125,-0.154166666667,6.0,0.0,0,39,0.0
2006-08-09 18:00:00,11.25,0.328125,0.10625,8.0,0.0,0,1635,0.0
2006-08-09 19:00:00,12.25,0.178125,0.0125,8.0,0.0,1,0,0.0
2006-08-17 10:00:00,20.75,0.46890625,-0.09671875,4.0,0.0,0,182,0.0
2006-08-29 11:00:00,16.25,0.43125,-0.090625,4.0,0.0,0,288,0.0
2006-08-29 15:00:00,21.1666666667,0.299722222222,0.1795,6.0,0.166666666667,1,3,0.0
2006-08-30 16:00:00,4.33333333333,0.0333333333333,0.0104166666667,6.0,0.0,0,24,0.0
2006-08-31 14:00:00,10.1176470588,0.186764705882,0.125735294118,17.0,0.0,1,21,0.0
2006-09-01 12:00:00,16.0769230769,0.510641025641,0.236955128205,13.0,0.0769230769231,1,21,0.0
2006-09-27 11:00:00,8.5,0.095,0.055,10.0,0.0,0,622,0.0
2006-12-16 21:00:00,12.375,0.440625,0.2859375,8.0,0.0,0,1929,0.0
2007-02-12 20:00:00,13.2352941176,0.311764705882,0.0375,17.0,0.0,0,1390,0.0
2007-02-28 10:00:00,12.0,0.09166666666670001,0.04583333333330001,6.0,0.166666666667,0,373,0.0
2007-06-14 18:00:00,8.0,0.06666666666669999,-0.0416666666667,5.5,0.0,0,2551,0.0
2007-11-08 21:00:00,9.625,0.153125,-0.071875,8.0,0.125,0,3530,0.0
2007-11-15 22:00:00,8.0,0.218181818182,-0.061363636363599997,11.0,0.0,0,168,0.0
