Date & Time,Words/Sentence,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts
2011-11-17 20:00:00,19.0,0.19666666666700003,0.0166666666667,8.0,0.375,0,63208,1.0
2011-11-20 11:00:00,12.0,0.0,0.0,2.0,0.5,0,62,0.0
2011-11-20 21:00:00,13.9,0.269444444444,0.015277777777799999,10.0,0.1,1,9,0.0
2011-11-20 22:00:00,13.3846153846,0.3475,0.0641987179487,5.75,0.115384615385,2,0,0.0
2011-11-20 23:00:00,14.6,0.155,0.03,5.0,0.0,6,0,0.0
2011-11-21 10:00:00,12.5,0.45,0.05,2.0,0.0,7,10,0.0
2011-11-21 22:00:00,7.8,0.14,0.07333333333330001,5.0,0.4,6,11,0.0
2011-11-22 13:00:00,4.0,0.33333333333299997,-0.08333333333330001,3.0,0.0,1,14,0.0
2011-11-22 18:00:00,11.666666666700001,0.0,0.0,3.0,0.666666666667,2,4,0.0
2011-11-22 20:00:00,11.125,0.28958333333299996,0.075,8.0,0.125,3,1,0.0
2011-12-08 23:00:00,11.2,0.28,-0.055,5.0,0.2,0,386,0.0
2011-12-10 21:00:00,11.666666666700001,0.3875,-0.05208333333330001,6.0,0.166666666667,0,45,0.0
2011-12-11 15:00:00,8.8,0.150666666667,0.036666666666699994,4.66666666667,0.33333333333299997,1,17,0.0
2011-12-12 09:00:00,11.4285714286,0.42619047619,-0.05,7.0,0.0,3,17,0.0
2011-12-14 14:00:00,7.333333333330001,0.126666666667,0.07333333333330001,3.0,0.0,0,52,0.0
2011-12-14 21:00:00,6.8,0.02,0.0,5.0,0.0,1,6,0.0
2011-12-15 17:00:00,9.4,0.326666666667,-0.059166666666699994,2.5,0.2,1,19,0.0
2011-12-15 20:00:00,7.75,0.075,0.0,4.0,0.5,3,2,0.0
2011-12-15 21:00:00,10.1,0.18333333333299998,-0.105,5.0,0.2,4,0,0.0
2011-12-15 22:00:00,10.0,0.475,0.05,2.0,0.0,5,0,0.0
2011-12-16 13:00:00,9.5,0.2375,-0.1625,4.0,0.0,6,14,0.0
2011-12-16 14:00:00,11.666666666700001,0.3,-0.21666666666700002,3.0,0.0,7,0,0.0
2011-12-18 18:00:00,8.4,0.12,-0.02,5.0,0.2,0,51,0.0
2011-12-20 13:00:00,9.375,0.279166666667,0.01875,8.0,0.0,0,42,0.0
2011-12-20 15:00:00,3.0,0.0,0.0,1.0,0.0,1,1,0.0
2011-12-21 15:00:00,8.6,0.34333333333300003,-0.235,5.0,0.0,1,23,0.0
2011-12-22 20:00:00,11.833333333299999,0.25833333333299996,0.166666666667,6.0,0.0,0,28,0.0
2011-12-23 20:00:00,9.333333333330001,0.255555555556,0.0342592592593,9.0,0.0,1,23,0.0
2011-12-31 22:00:00,25.0,0.0,0.0,1.0,1.0,0,193,0.0
2012-01-01 09:00:00,8.0,0.17619047619000003,0.0333333333333,3.0,0.28571428571400004,1,10,0.0
2012-01-01 12:00:00,10.7692307692,0.161538461538,0.08461538461539998,4.0,0.0769230769231,3,2,0.0
2012-01-01 15:00:00,13.8,0.0988888888889,0.0011111111111099998,4.5,0.0,6,2,0.0
2012-01-01 16:00:00,16.428571428599998,0.253571428571,0.044642857142900005,7.0,0.0,8,0,0.0
2012-01-01 18:00:00,5.6,0.02,0.0,5.0,0.0,9,1,0.0
2012-01-01 20:00:00,12.25,0.1,0.025,4.0,0.0,10,1,0.0
2012-01-01 21:00:00,8.0,0.1,0.025,1.5,0.0,11,0,0.0
2012-01-01 22:00:00,6.0,0.9666666666670001,0.791666666667,1.0,0.0,13,0,0.0
