Date & Time,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Subjectivity,Words/Sentence
2007-12-18 22:00:00,0.0,3.0,0.0,0,28890,0.0,0.15,22.0
2008-01-07 14:00:00,0.269523809524,7.0,0.14285714285700002,0,471,0.0,0.46976190476199997,15.142857142899999
2008-01-09 23:00:00,0.00666666666667,5.0,0.0,0,56,0.0,0.373333333333,9.0
2008-01-10 21:00:00,0.0,4.0,0.0,1,21,0.0,0.0,8.75
2008-01-10 22:00:00,-0.0166666666667,2.0,0.0,2,0,0.0,0.266666666667,7.0
2008-02-05 13:00:00,-0.108333333333,4.0,0.0,0,614,0.0,0.308333333333,10.75
2008-05-10 14:00:00,-0.05833333333330001,10.0,0.0,0,2280,0.0,0.2475,14.8
2008-05-24 13:00:00,0.0,2.0,0.0,0,334,0.0,0.0,9.5
2008-05-30 13:00:00,-0.051190476190499996,7.0,0.0,0,143,0.0,0.365476190476,15.4285714286
2008-06-17 16:00:00,0.140625,8.0,0.0,0,434,0.0,0.379166666667,12.875
2008-06-18 10:00:00,0.043055555555600006,8.0,0.0,1,17,0.0,0.423611111111,17.5
2008-06-24 10:00:00,0.23809523809500002,7.0,0.0,0,143,0.0,0.397619047619,24.0
2008-07-01 11:00:00,0.09583333333329999,6.0,0.0,0,168,0.0,0.322222222222,11.5
2008-07-18 16:00:00,0.0513888888889,8.0,0.0,0,412,0.0,0.231111111111,15.125
2008-09-06 14:00:00,0.18174603174600001,7.0,0.14285714285700002,0,1197,0.0,0.43650793650799996,13.142857142899999
2008-09-14 21:00:00,0.19166666666700002,6.0,0.0,0,198,0.0,0.508333333333,7.166666666669999
2008-10-15 16:00:00,0.0762962962963,9.0,0.222222222222,0,738,0.0,0.364074074074,9.333333333330001
2008-10-18 23:00:00,0.21319444444400001,6.0,0.166666666667,0,78,0.0,0.391666666667,10.833333333299999
2008-10-25 00:00:00,0.110575757576,11.0,0.272727272727,0,144,0.0,0.38821212121200005,14.909090909100001
2008-10-28 12:00:00,-0.116666666667,3.0,0.0,0,83,0.0,0.508333333333,11.0
2008-11-05 21:00:00,0.25,4.0,0.0,0,200,0.0,0.25,11.0
2008-11-26 10:00:00,0.125714285714,3.5,0.0,0,492,0.0,0.28428571428599997,9.42857142857
2008-12-04 11:00:00,-0.0819444444444,8.0,0.0,0,192,0.0,0.429513888889,13.25
2009-01-05 20:00:00,0.548263888889,2.0,0.0,0,776,0.0,0.855902777778,118.5
2009-04-02 22:00:00,0.233333333333,3.0,0.0,0,2089,0.0,0.33333333333299997,6.666666666669999
2009-08-01 00:00:00,0.201111111111,9.0,0.0,0,2881,0.0,0.327777777778,12.777777777799999
2009-08-01 14:00:00,-0.325,2.0,0.0,1,13,0.0,0.45,11.5
2009-09-08 16:00:00,0.46666666666699996,3.0,0.0,0,913,0.0,0.6,10.6666666667
2009-09-13 22:00:00,0.133333333333,6.0,0.0,0,125,0.0,0.266666666667,10.833333333299999
2009-11-11 10:00:00,-0.01,5.0,0.0,0,1403,0.0,0.63,15.8
2010-06-30 07:00:00,-0.0078125,8.0,0.0,0,5540,0.0,0.025,3.125
2010-09-17 12:00:00,0.157142857143,7.0,0.0,0,1900,0.0,0.271428571429,13.7142857143
