Date & Time,Posts in last 24H,Inactivity,First posts,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2011-03-02 12:00:00,0,56960,0.0,0.1,10.0,0.014277777777799998,0.289222222222,14.1
2011-03-02 13:00:00,1,0,0.0,0.0,3.0,0.0416666666667,0.166666666667,7.0
2011-03-02 14:00:00,2,0,0.0,0.0,4.0,0.05625,0.1875,10.5
2011-03-02 23:00:00,3,8,0.0,0.0,8.0,-0.025,0.354375,10.75
2011-03-15 14:00:00,0,302,0.0,0.0,2.5,0.05833333333330001,0.366666666667,12.166666666700001
2011-03-18 13:00:00,0,70,0.0,0.166666666667,6.0,-0.18333333333299998,0.316666666667,5.5
2011-03-18 14:00:00,1,0,0.0,0.0,11.0,-0.11818181818199999,0.290909090909,9.909090909089999
2011-03-18 16:00:00,2,1,0.0,0.0,4.0,0.175416666667,0.41583333333300004,15.25
2011-05-16 18:00:00,0,1417,1.0,0.428571428571,7.0,-0.107142857143,0.439285714286,13.2857142857
2011-06-08 00:00:00,0,533,0.0,0.0,3.0,-0.18333333333299998,0.416666666667,14.666666666700001
2011-07-19 01:00:00,0,984,1.0,0.5,6.0,-0.319444444444,0.576388888889,22.6666666667
2011-07-19 14:00:00,1,12,0.0,0.0,19.0,0.0813157894737,0.27982456140399997,12.315789473699999
2011-07-19 15:00:00,2,0,0.0,0.166666666667,12.0,0.0496527777778,0.255486111111,14.833333333299999
2011-07-20 18:00:00,0,26,0.0,0.1,10.0,0.031666666666700004,0.271666666667,14.4
2011-07-26 23:00:00,0,148,0.0,0.1,10.0,0.0416666666667,0.24,22.0
2011-08-09 18:00:00,0,330,0.0,0.0,2.0,0.0,0.0,10.0
2011-09-16 01:00:00,0,894,0.0,0.0,2.0,0.0,0.0,3.5
2011-10-17 14:00:00,0,756,0.0,0.0,7.0,-0.08285714285710001,0.5053571428570001,15.5714285714
2011-11-21 20:00:00,0,845,0.0,0.33333333333299997,3.0,-0.111111111111,0.155555555556,26.0
2011-11-24 00:00:00,0,51,0.0,0.0,1.0,0.0,0.0,13.0
2011-12-10 16:00:00,0,399,0.0,0.0,1.0,0.0,0.0,3.0
2011-12-15 19:00:00,0,122,0.0,0.166666666667,6.0,0.011111111111099999,0.25,15.0
2011-12-17 14:00:00,0,42,0.0,0.0,17.0,0.041551587301599996,0.380801587302,19.314285714300002
2011-12-20 00:00:00,0,57,0.0,0.0,16.0,0.0329861111111,0.33319444444400004,18.8125
2012-01-13 13:00:00,0,588,0.0,1.0,1.0,-0.693333333333,1.0,12.0
2012-01-13 14:00:00,1,0,0.0,0.0,1.0,0.0,0.0,3.0
2012-01-19 18:00:00,0,147,0.0,0.14285714285700002,3.0,0.0952380952381,0.390476190476,12.5714285714
2012-02-16 17:00:00,0,670,0.0,0.0,3.0,0.33333333333299997,0.33333333333299997,5.33333333333
2012-02-27 23:00:00,0,269,0.0,0.5,2.0,0.0,0.0,9.0
2012-03-01 01:00:00,0,49,0.0,0.0,5.5,0.101856060606,0.41907828282799997,16.4545454545
2012-03-06 18:00:00,0,136,0.0,0.0,2.0,0.5,0.5,6.0
2012-03-19 23:00:00,0,316,0.0,0.0,8.0,0.155833333333,0.407291666667,16.125
2012-03-20 18:00:00,1,18,0.0,0.0,8.0,0.039270833333300004,0.485416666667,26.125
2012-04-27 13:00:00,0,906,0.0,0.0,4.0,0.155416666667,0.483333333333,22.5
2012-05-29 22:00:00,0,776,0.0,0.33333333333299997,3.0,0.424444444444,0.655555555556,13.333333333299999
2012-06-30 20:00:00,0,765,0.0,0.0,3.0,0.06666666666669999,0.2,17.0
2012-07-06 01:00:00,0,124,0.0,0.125,8.0,-0.028333333333299997,0.495833333333,16.5
2012-07-21 07:00:00,0,365,0.0,0.0,3.0,0.1,0.266666666667,13.333333333299999
2012-07-30 14:00:00,0,222,0.0,0.0,14.0,0.017916666666700002,0.609166666667,16.7857142857
2012-09-07 00:00:00,0,921,0.0,0.14285714285700002,7.0,0.17857142857099997,0.352380952381,13.0
2013-03-20 01:00:00,0,4656,0.0,0.666666666667,3.0,0.0,0.0333333333333,7.666666666669999
