Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2005-11-20 20:00:00,0.0,10696,0,0.0,12.0,0.0354166666667,0.229166666667,11.5
2005-11-20 22:00:00,0.0,1,1,0.0,9.0,-0.0858333333333,0.66875,14.1111111111
2005-11-21 00:00:00,0.0,1,2,0.0,7.0,0.0761904761905,0.166666666667,13.8571428571
2005-11-22 18:00:00,0.0,41,0,0.0,12.0,0.00694444444444,0.0708333333333,11.5
2005-11-23 21:00:00,0.0,26,0,0.0,7.0,0.158571428571,0.628571428571,13.8571428571
2005-11-29 10:00:00,0.0,132,0,0.0,2.0,0.0,0.0,6.0
2006-01-22 16:00:00,0.0,1301,0,0.0555555555556,18.0,0.0585648148148,0.286342592593,14.7222222222
2006-01-22 20:00:00,0.0,3,1,0.166666666667,6.0,0.0154861111111,0.321666666667,29.3333333333
2006-01-22 21:00:00,0.0,0,2,0.0,4.0,0.2625,0.5125,15.75
2006-01-31 21:00:00,0.0,215,0,0.0,6.0,0.233333333333,0.316666666667,14.8333333333
2006-02-08 10:00:00,0.0,180,0,0.0,2.0,0.0,0.0,7.0
2006-02-08 18:00:00,0.0,7,1,0.0,2.0,0.1,0.2,12.5
2006-05-31 22:00:00,0.0,2691,0,0.153846153846,13.0,-0.0678846153846,0.366282051282,12.7692307692
2006-06-02 14:00:00,0.0,39,0,0.0,6.0,-0.154166666667,0.443125,15.8333333333
2006-08-09 18:00:00,0.0,1635,0,0.0,8.0,0.10625,0.328125,11.25
2006-08-09 19:00:00,0.0,0,1,0.0,8.0,0.0125,0.178125,12.25
2006-08-17 10:00:00,0.0,182,0,0.0,4.0,-0.09671875,0.46890625,20.75
2006-08-29 11:00:00,0.0,288,0,0.0,4.0,-0.090625,0.43125,16.25
2006-08-29 15:00:00,0.0,3,1,0.166666666667,6.0,0.1795,0.299722222222,21.1666666667
2006-08-30 16:00:00,0.0,24,0,0.0,6.0,0.0104166666667,0.0333333333333,4.33333333333
2006-08-31 14:00:00,0.0,21,1,0.0,17.0,0.125735294118,0.186764705882,10.1176470588
2006-09-01 12:00:00,0.0,21,1,0.0769230769231,13.0,0.236955128205,0.510641025641,16.0769230769
2006-09-27 11:00:00,0.0,622,0,0.0,10.0,0.055,0.095,8.5
2006-12-16 21:00:00,0.0,1929,0,0.0,8.0,0.2859375,0.440625,12.375
2007-02-12 20:00:00,0.0,1390,0,0.0,17.0,0.0375,0.311764705882,13.2352941176
2007-02-28 10:00:00,0.0,373,0,0.166666666667,6.0,0.0458333333333,0.0916666666667,12.0
2007-06-14 18:00:00,0.0,2551,0,0.0,5.5,-0.0416666666667,0.0666666666667,8.0
2007-11-08 21:00:00,0.0,3530,0,0.125,8.0,-0.071875,0.153125,9.625
2007-11-15 22:00:00,0.0,168,0,0.0,11.0,-0.0613636363636,0.218181818182,8.0
